1004	8869
1004	9456
1007	4289
1009	5858
1009	9443
1010	11404
1010	12172
1013	564
1016	4113
1017	5317
1018	3140
1020	4185
1023	1838
1024	3042
1027	4529
1028	8739
1031	4507
1032	3922
1032	7389
1034	113
1036	4075
1037	1591
1040	2745
1040	8456
1040	9204
1041	10086
1041	10267
1043	1575
1045	12214
1048	7682
1049	5409
1049	6848
1051	2635
1052	8829
1052	8890
1054	8028
1054	10963
1054	12093
1055	2474
1056	2270
1056	4043
1057	9791
1058	7966
1059	12418
1061	2593
1061	7026
1063	7484
1063	8726
1064	3632
1066	4316
1066	7502
1068	5232
1068	11751
1069	388
1070	2669
1070	5296
1071	1960
1071	11149
1074	2788
1074	3535
1074	11909
1075	7440
1076	1508
1076	12460
1077	570
1078	331
1080	9478
1080	11309
1081	1447
1081	1793
1081	3471
1081	9642
1083	6979
1084	2846
1084	6094
1085	77
1085	361
1085	1448
1087	6909
1088	2718
1088	8094
1090	9332
1090	9938
1091	783
1091	3126
1091	10135
1092	459
1093	3697
1093	3708
1094	4148
1094	5717
1094	7918
1094	8813
1096	5892
1096	8372
1096	10443
1097	10997
1098	3152
1098	5979
1099	730
1099	2033
1099	2039
1099	2558
1100	4954
1100	7479
1100	10639
1100	12279
1101	1454
1101	2144
1101	3717
1102	1457
1102	2696
1102	6795
1102	11375
1103	11400
1104	12414
1105	2561
1105	2800
1105	3924
1105	9029
1106	2254
1106	5203
1106	8017
1106	8652
1106	9951
1107	2731
1107	7422
1108	4178
1109	2170
1109	7819
1109	11205
1110	6139
1110	7977
1110	11278
1110	11503
1111	4217
1111	4335
1111	10472
1111	11485
1112	6153
1112	8798
1113	845
1113	1892
1113	2390
1113	9400
1113	10535
1114	1629
1114	2990
1114	4668
1115	86
1116	7880
1117	736
1117	5478
1117	11235
1118	1116
1118	4123
1118	6666
1118	6971
1118	9488
1119	1877
1119	2732
1119	4549
1120	1322
1120	6786
1120	9625
1121	2186
1122	4885
1122	6349
1122	7278
1122	7929
1123	3109
1123	5088
1123	6105
1123	8607
1123	9355
1123	9783
1123	9955
1124	317
1124	1461
1124	3712
1124	6165
1124	8573
1124	8716
1124	11905
1125	504
1125	569
1125	3091
1125	4354
1125	4972
1125	5170
1125	8254
1125	9557
1125	9576
1125	10459
1126	4065
1126	10113
1127	2175
1127	9393
1127	11065
1128	284
1128	1844
1128	3324
1128	9989
1129	1433
1129	3391
1129	12095
1130	5686
1130	6026
1130	8010
1131	2726
1131	6766
1131	6984
1131	8030
1131	10678
1132	2183
1132	2998
1132	3446
1132	4329
