1003	50
1003	79
1003	444
1003	605
1003	718
1003	908
1003	1218
1003	1424
1003	1501
1003	1698
1003	1756
1003	2106
1003	2474
1003	2480
1003	2569
1003	2900
1003	2954
1003	3549
1003	3754
1003	3767
1003	3998
1003	4002
1003	4438
1003	4494
1003	4996
1003	5215
1003	5325
1003	5491
1003	5501
1003	5567
1003	5692
1003	5770
1003	5894
1003	6212
1003	6285
1003	6456
1003	6599
1003	6849
1003	7032
1003	7582
1003	7744
1003	7755
1003	8025
1003	8153
1003	8185
1003	8219
1003	8301
1003	8541
1003	8588
1003	8594
1003	8843
1003	8924
1003	8979
1003	9043
1003	9050
1003	9109
1003	9423
1003	9601
1003	9650
1003	9796
1003	9924
1003	10315
1003	10364
1003	10598
1003	11030
1003	11344
1003	11429
1003	11434
1003	11670
1003	12118
1003	12193
1003	12251
1003	12277
1003	12314
1003	12431
1003	12477
1003	12478
1004	202
1004	235
1004	243
1004	938
1004	1060
1004	1202
1004	1211
1004	1217
1004	1219
1004	1295
1004	1333
1004	1381
1004	1729
1004	1869
1004	2016
1004	2080
1004	2230
1004	2475
1004	2511
1004	2610
1004	2748
1004	2836
1004	3064
1004	3152
1004	3164
1004	3197
1004	3234
1004	3241
1004	3265
1004	3337
1004	3412
1004	3706
1004	3870
1004	4001
1004	4009
1004	4202
1004	4358
1004	4399
1004	4514
1004	4763
1004	4847
1004	4934
1004	5031
1004	5250
1004	5271
1004	5442
1004	5518
1004	5633
1004	5668
1004	6033
1004	6111
1004	6274
1004	6457
1004	6610
1004	6663
1004	6951
1004	7090
1004	7228
1004	7309
1004	7388
1004	7499
1004	7581
1004	7616
1004	7635
1004	7763
1004	7794
1004	7906
1004	7944
1004	8090
1004	8097
1004	8114
1004	8130
1004	8266
1004	8279
1004	8403
1004	8482
1004	8837
1004	9419
1004	9616
1004	9667
1004	10131
1004	10255
1004	10309
1004	10394
1004	10471
1004	10586
1004	10593
1004	11304
1004	11327
1004	11331
1004	11337
1004	11347
1004	11396
1004	11419
1004	11610
1004	11721
1004	11825
1004	12049
1004	12187
1004	12222
1004	12325
1004	12429
1005	765
1005	875
1005	1824
1005	1935
1005	2075
1005	2210
1005	2313
1005	2525
1005	2573
1005	2606
1005	2637
1005	3045
1005	3641
1005	3679
1005	3713
1005	4581
1005	4727
1005	4842
1005	5226
1005	5313
1005	5744
1005	5767
1005	5853
1005	5933
1005	5937
1005	6005
1005	6629
1005	6713
1005	6832
1005	6894
1005	7191
1005	7242
1005	7747
1005	8086
1005	8136
1005	8259
1005	8297
1005	8396
1005	8624
1005	9295
1005	9326
1005	9584
1005	9674
1005	9866
1005	10031
1005	10034
1005	10354
1005	10465
1005	10572
1005	10674
1005	10966
1005	11050
1005	11138
1005	11475
1005	11608
1005	11761
1005	11987
1005	12018
1005	12173
1005	12276
1006	280
1006	312
1006	425
1006	1080
1006	1285
1006	1376
1006	1494
1006	1506
1006	1595
1006	1684
1006	1746
1006	1948
1006	1973
1006	2055
1006	2133
1006	2193
1006	2199
1006	2308
1006	2456
1006	2558
1006	2725
1006	3072
1006	3175
1006	3371
1006	3433
1006	3481
1006	3493
1006	3548
1006	3732
1006	4278
1006	4360
1006	4634
1006	4641
1006	4642
1006	4655
1006	4704
1006	4764
1006	4773
1006	4811
1006	5185
1006	5349
1006	5531
1006	6004
1006	6080
1006	6240
1006	6349
1006	6512
1006	6635
1006	7101
1006	7449
1006	7638
1006	7653
1006	7662
1006	7705
1006	7725
1006	7790
1006	7900
1006	7927
1006	8027
1006	8087
1006	8099
1006	8133
1006	8769
1006	8861
1006	9175
1006	9212
1006	9626
1006	9644
